Station Code	Station Name	Station Coordinates
RKN	RATI KA NAGLA	"27.654338,78.240509"
RKO	RMKRSHNAPRM GTE	"17.476719,78.528893"
RKR	RANIKUND RARAH	"27.324271,77.55558"
RKS	SARAI RANI	"26.016218,83.121872"
RKSH	RISHIKESH	"30.107563,78.287888"
RKSN	RAJKHARSAWAN JN	"22.733915,85.811548"
RKX	RUKHI	"29.090527,76.679935"
RKY	KOTHARIYA	"22.176477,70.814052"
RKZ	RAJKIAWAS	"25.75027,73.523426"
RLA	RAJULA JN	"21.103559,71.479111"
RLD	RANDALA	"23.659148,72.453804"
RLG	RELANGI	"16.710151,81.64434"
RLK	ROHAL KHURD	"23.481984,75.460281"
RLL	REGADIPALLI	"14.814052,78.136482"
RLO	RAYALCHERUVU	"15.055547,77.820625"
RLP	HARLAPUR	"15.435273,75.799699"
RLR	RAILA ROAD	"25.630848,74.596825"
RLS	RMNA ALBEL SNGH	"30.510956,74.850368"
RLX	RAMANUJAMPALLI	"14.440831,77.87221"
RM	RAJMANE	"20.642905,74.941492"
RMA	RAMGANJ MANDI	"24.644326,75.939131"
RMB	RAMPURA BERI	"28.530845,75.644217"
RMC	RAM CHAURA ROAD	"25.609488,81.686954"
RMD	RAMANATHAPURAM	"9.358457,78.836932"
RMF	RAMNA	"24.240078,83.606043"
RMGJ	RAMGANJ	"26.048764,82.020321"
RMGM	RAMANAGARAM	"12.720056,77.283411"
RMGR	RAMANAGARAM	"0,0"
RMH	RANGMAHAL	"29.405806,73.974724"
RMJ	RAMRAJATALA	"22.588258,88.295918"
RMJK	RAM NAGAR	"32.863728,75.145626"
RML	ROMPALLE	"18.545372,83.256626"
RMM	RAMESWARAM	"9.281213,79.307027"
RMN	RAMAN	"29.959694,74.961948"
RMNP	RAMANNAPET	"17.282464,79.087143"
RMNR	RAHMATNAGAR	"26.730126,81.180468"
RMO	RAMAKONA	"21.684229,78.826389"
RMP	RAHIMATPUR	"17.612202,74.17222"
RMPB	RAMPUR BAZAR	"25.358763,88.60611"
RMPH	RAMPAHARI	"26.23615,77.356796"
RMR	RAMNAGAR	"29.389803,79.121819"
RMRB	RAMNAGAR BENGAL	"21.681677,87.562237"
RMSR	RAMSINGHPUR	"29.177644,73.383179"
RMT	RAMGARH CANT	"23.617317,85.520239"
RMTR	RE- MOUNT  ROAD	"22.525758,88.316603"
RMU	RAMPUR	"28.778643,79.023199"
RMV	RAMAVARAPPADU	"16.525756,80.683465"
RMW	ROSHAN MAU	"26.479178,79.984589"
RMX	RAMSAR	"25.722282,70.866108"
RMY	RUKMAPUR	"17.27394,77.675714"
RMZ	ROUTHPURAM HALT	"18.620382,84.33526"
RN	RATNAGIRI	"17.003113,73.357258"
RNA	ROHANA KALAN	"29.575995,77.686028"
RNB	RANPURA	"26.579777,77.44297"
RNBD	RANA BORDI	"21.715012,69.792194"
RNBT	RAHEN BATA	"20.328853,83.089771"
RNC	RANCHI	"23.349191,85.3339"
RNE	RANJANI	"19.646589,76.107488"
RNG	RANIGANJ	"23.603161,87.11729"
RNGG	RANGALITING	"26.656817,93.918686"
RNGR	RAINAGAR	"23.064018,87.892599"
RNH	RUNKHERA	"23.410012,75.179958"
RNI	RANGAPANI	"26.664373,88.374496"
RNIR	RAJNARAINPUR	"28.314053,80.418549"
RNIS	RANOLISHISHU	"27.517482,75.301495"
RNJ	RUNIJA	"23.167665,75.269737"
RNJD	RANJANGAON RD	"18.871042,74.600773"
RNKA	RUNKUTA	"27.22296,77.898045"
RNL	RANALA	"21.372363,74.47134"
RNN	RAJANKUNTI	"13.174601,77.565365"
RNO	RANOLI	"22.401348,73.117104"
RNPR	RUPNARAYANPUR	"23.819113,86.885891"
RNQ	RENUKUT	"24.203308,83.039646"
RNR	RANIBENNUR	"14.625611,75.635204"
RNRD	RANIPUR ROAD	"25.270778,79.055729"
RNT	RANTHAMBHORE	"26.093403,76.410341"
RNTL	RANITAL	"21.149835,86.556644"
RNV	RANIWARA	"24.750885,72.204723"
RNW	RENWAL	"27.149283,75.356054"
RNX	RANIPATRA	"25.735736,87.514343"
RNY	RANGIYA JN	"26.447521,91.605549"
ROA	RUSERA GHAT	"25.746212,86.035652"
ROB	ROBERTSON	"21.989134,83.182898"
ROHA	ROHA	"18.44684043,73.12392712"
ROHN	ROHEDNAGAR HALT	"28.762242,76.811771"
ROI	REOTI	"25.834196,84.375"
ROK	ROHTAK JN	"28.890524,76.57917"
ROL	RAJULI	"20.191968,79.685555"
ROP	RUPSA JN	"21.622245,87.018757"
RORA	RORA	"25.294216,79.237089"
ROS	RAJOSI	"26.313267,74.672184"
ROU	RAURKELA	"22.22817,84.862862"
ROZA	ROZA JN	"27.852661,79.955578"
RPAN	RANGAPARA NORTH	"26.8214234,92.682488"
RPAR	RUPNAGAR	"30.972826,76.533251"
RPB	RUPASIBARI	"24.855444,92.529602"
RPD	RUPAUND	"23.731475,80.573065"
RPGU	RASULPURGOGAMAU	"26.376338,80.118484"
RPH	RAMPUR HAT	"24.179957,87.782307"
RPHR	RAIPUR HARIYANA JN.	"29.158701,75.773134"
RPI	RUPAHELI	"25.772223,74.636307"
RPJ	RAJPURA JN	"30.487734,76.590843"
RPK	RAVALPALLI KALAN	"17.439628,78.083825"
RPL	REDDIPALLE	"14.092958,79.22533"
RPM	ROYAPURAM	"13.103973,80.293622"
RPMN	RAMPURMANI HARAN	"29.805087,77.460051"
RPO	RAWATPUR	"26.483211,80.298343"
RPP	RANU PIPRI	"22.409005,69.999304"
RPR	RAGHUNATHPUR	"25.565362,84.30213"
RPRD	RUPRA ROAD	"20.08447,83.330956"
RPRL	RAPARLA HALT	"15.618904,80.168781"
RPUR	RATANPUR	"25.280014,86.5763"
RPV	RAJAPATTI	"26.180551,84.807887"
RPY	RUPAI	"27.597456,95.55685"
RPZ	RANAPRATAPNAGAR	"24.582407,73.728046"
RQJ	RNINGR JLPAIGRI	"26.544193,88.647823"
RQP	RADHAKISHOREPUR	"20.55951,85.754128"
RR	RICHHA ROAD	"28.717539,79.489174"
RRAL	RURE ASAL	"31.411496,74.911255"
RRB	BIRUR JN	"13.590931,75.974579"
RRE	RAHUL ROAD	"25.322615,85.531311"
RRGA	RANGAREDDY GUDA	"16.902046,78.180943"
RRI	RAHURI	"19.41204,74.678192"
RRJ	RAMARAJU PALLI	"15.041788,77.617207"
RRL	REWRAL	"21.260741,79.467716"
RRME	RANCHI ROAD	"23.666302,85.511913"
RRP	RAIRANGPUR	"22.263363,86.180363"
RRS	RAGHURAJ SINGH	"26.255626,80.879459"
RRU	RAYARU	"26.307034,78.129444"
RRW	RORANWALA	"30.443642,74.255733"
RS	RISIA	"27.689152,81.605844"
RSA	RISAMA	"21.059111,81.325006"
RSG	RAMSAGAR	"23.106378,87.277193"
RSH	RATAN SHAHR	"28.159227,75.526156"
RSI	RAISI	"29.673959,78.080091"
RSJ	RAYSER	"24.915086,77.549744"
RSLR	RASULPUR	"23.187549,88.040314"
RSM	RASMARA	"21.204578,81.21686"
RSMN	RAMGOVINDSINGH MAHU	"0,0"
RSNR	RAI SINGH NAGAR	"29.536126,73.450642"
RSR	RASRA	"25.861734,83.85787"
RSWT	RMGRH SHEKHWATI	"28.169027,74.992676"
RSYI	RASAYANI	"18.893862,73.151779"
RT	ROHAT	"25.92146,73.095474"
RTA	RUTHIYAI	"24.532132,77.176037"
RTB	RAJA TALAB	"25.255962,82.815853"
RTBR	RATABARI	"24.571636,92.416477"
RTG	RANGTONG	"26.836172,88.342438"
RTGH	RATANGARH JN	"28.073949,74.624119"
RTGN	RATANGAON	"23.833246,79.846401"
RTI	RAOTI	"23.183762,74.878864"
RTJ	RANTEJ	"23.471277,72.153568"
RTK	RAMTEK	"21.400655,79.326439"
RTLM	RATLAM	"23.34068,75.051126"
RTM	RATLAM JN	"23.34068,75.051126"
RTN	RETANG	"20.199218,85.760651"
RTP	RATANPURA	"25.922154,83.744702"
RTR	RAMNATHPUR	"25.412462,82.017875"
RTS	REHTA	"28.431562,80.795002"
RTU	RATAN SARAI	"26.37357,84.573612"
RTWS	RAHATWAS	"24.518155,77.896217"
RTZ	RATONA	"23.83513,78.685112"
RU	RENIGUNTA JN	"13.636311,79.50634"
RUB	RASULABAD	"25.827089,80.977178"
RUG	RAJLU GARHI	"29.090564,77.011929"
RUI	RUKNI	"23.552186,86.548405"
RUJ	RANUJ	"23.75911,72.21498"
RUL	RAVLI	"19.230608,83.16762"
RUM	RUPAMAU	"26.230299,81.325436"
RUP	RUPAHIGAON	"26.421082,92.735252"
RUPC	RUDRAPUR CITY	"28.969551,79.379482"
RUPR	RUDRAPUR ROAD	"0,0"
RUR	RANPUR	"22.359601,71.717033"
RURA	RURA	"26.485017,79.907856"
RUSD	RUNNISAIDPUR	"26.377414,85.514317"
RUT	RATNAL	"23.186918,69.897423"
RV	RAVER	"21.222181,76.044574"
RVD	RAVIKAMPADU	"17.230415,82.368321"
RVG	REVELGANJ GHAT	"0,0"
RVH	RAIPUR R-V BLOCK HUT	"21.26858,81.644382"
RVK	RAJA BHAT KHAWA	"26.617306,89.528961"
RVKH	RAVINDRAKHANI	"18.936734,79.461536"
RVS	RAVANASAMUDRAM	"8.804163,77.377052"
RVSD	RUNNISAIDPUR	"0,0"
RW	RANKUA	"20.81742,73.164825"
RWA	RAUTARA	"25.674175,87.523012"
RWH	ROWRIAH SDG	"26.721847,94.172401"
RWJ	RAWANIA DUNGAR	"25.888261,76.314125"
RWL	RAIWALA	"30.032133,78.209867"
RWO	RANAVAV	"21.698584,69.726448"
RWTB	ROWTA BAGAN	"26.737179,92.21529"
RXL	RAXUAL JN	"26.986948,84.844494"
RXM	ROOMA	"26.35742,80.430737"
RXN	RAMSAN	"24.405731,72.035637"
RXR	RANGAPAHAR	"25.855091,93.707886"
RXRX	RANGAPAHAR CRS	"25.867758,93.714709"
RXUL	RAXAUL JN (MG	"26.986948,84.844494"
RXW	RATANGARH WEST	"28.0740468,74.6240037"
RY	RAYAKA	"22.412933,72.023449"
RYC	RAYAKKOTTAI	"12.514431,78.027048"
RYP	RAYANAPAD	"16.577054,80.562487"
RYS	RASURIYA	"28.26417,79.474669"
RYT	RAYAT PURA	"26.457357,78.382301"
RZJ	RAZAGANJ	"27.993947,80.632439"
RZN	RAUZAGAON	"26.785154,81.707897"
S	SHRIRANGAPATNA	"12.4248,76.678133"
SA	SALEM JN	"11.671276,78.112965"
SAA	SATHIAON	"26.034574,83.287697"
SAB	SANTAMAGULUR	"16.147081,79.915066"
SAC	SANICHARA	"26.363111,78.198109"
SAD	SONADA	"26.960787,88.273773"
SADL	SADLA	"23.134677,71.850758"
SAE	SIMARIA	"25.411183,86.014194"
SAF	SALKHAPUR	"25.655144,82.680531"
SAG	SANGRUR	"30.243497,75.830126"
SAGM	SAGMA	"24.622207,80.828447"
SAGR	SHRIRAJNAGAR	"26.522346,81.077557"
SAH	SAPHALE	"19.576612,72.821846"
SAHI	SATHI	"27.015855,84.503832"
SAHL	SAHELI	"22.488371,77.819939"
SAHP	SAHIJPUR	"23.061806,72.632074"
SAHR	SAHERI	"25.565052,83.471718"
SAI	SARAI	"25.780262,85.276909"
SAJH	SAHJA HALT	"25.478302,87.674074"
SAK	SAK BAHADURPUR	"22.178345,73.559818"
SAKA	SIMARIYA  KAJANWADA	"22.415948,80.296326"
SAKD	SUPRAKANDI	"24.788293,92.37854"
SAL	SALWA	"21.236102,79.292536"
SALE	SALAR	"23.774349,88.110867"
SALI	SALI	"26.706207,75.031986"
SAMT	SALEM MARKET	"11.654254,78.142791"
SAN	SANDILA	"27.059355,80.517254"
SANH	SANHA HALT	"0,0"
SANK	SANK	"26.43069,78.059921"
SANR	SARDARNAGAR	"26.700839,83.494034"
SAO	SAGONI	"23.804664,79.806404"
SAP	SATTENAPALLE	"16.405088,80.152774"
SAPE	SAPE WAMNE	"18.085649,73.356571"
SAPR	SARANGPUR ROAD	"22.236512,71.748447"
SAR	SHAHZAD NAGAR	"28.750353,79.052467"
SAS	SHDSPRA PADMPRA	"26.71326,75.882912"
SASG	SASAN GIR	"21.168645,70.602093"
SASN	SAHIBZADA ASNGR	"30.665675,76.739502"
SASR	SAUSAR	"21.658545,78.802185"
SAT	SANT ROAD	"22.79728,73.80199"
SATR	SATAR HALT D	"0,0"
SATV	SATYAVALLI	"15.415457,78.998712"
SAU	SANAND	"23.02429,72.385826"
SAV	SAVDA	"21.111006,75.910549"
SAW	SURIAWAN	"25.4611,82.423725"
SAWN	SOHANSRA	"28.405519,75.866346"
SAY	SAYAMA	"22.415988,72.664196"
SAZ	SAMNI	"21.86596,72.921066"
SB	SARAI BHOPAT	"26.838317,78.945179"
SBB	SAHIBABAD	"28.673947,77.364092"
SBBJ	SBB JOGULAMBA H	"0,0"
SBC	BANGALORE CY JN	"12.977795,77.568283"
SBD	SLEEMANABAD RD	"23.614329,80.285168"
SBE	SORBHOG JN	"26.494696,90.888691"
SBG	SAHIBGANJ JN	"25.240892,87.634077"
SBGA	SHRAVANABELAGOLA	"0,0"
SBGR	SUBHAS GRAM	"22.413726,88.433933"
SBH	SULEBHAVI	"15.912553,74.641714"
SBHN	SHRI BHAVNATH	"23.818014,73.587112"
SBHR	SUBRAHMANYA ROAD	"12.732656,75.558257"
SBI	SABARMATI JN	"23.072665,72.586842"
SBIC	SABARMATI BRIDGE TOW	"23.066934,72.588596"
SBIS	SABARMATI SOUTH BRID	"23.083832,72.564135"
SBJ	SARAI BANJARA	"30.538016,76.515312"
SBK	SHAHBAZ KULI	"25.632241,83.674793"
SBL	SABALGARH	"26.2517,77.412071"
SBLJ	SHRI BALAJI	"27.398899,73.549004"
SBLT	SHRIBDRYA LATHI	"27.030841,71.516361"
SBM	SONBARSA KCHERI	"25.894863,86.594152"
SBNM	SUBARNAMRIGI	"24.27357,88.292484"
SBNR	SHRI VIJAINAGAR	"29.240874,73.523769"
SBO	SABAUR	"25.238873,87.045708"
SBP	SAMBALPUR	"21.482862,83.961639"
SBPD	SAMBALPUR ROAD	"21.47791,83.975801"
SBPY	SAMBALPUR CITY	"21.482623,83.961725"
SBR	SAMBHAR LAKE	"26.904008,75.179615"
SBRA	SARBAHARA	"22.710402,81.910329"
SBS	SANGRANA SAHIB	"31.566543,74.891052"
SBT	SABARMATI JN	"23.077166,72.588902"
SBV	S BHAKHTIYARPUR	"25.724099,86.597328"
SBW	SBEWBABUDIH	"23.659462,86.390648"
SBY	SOLAN BREWERY	"30.929176,77.114239"
SBZ	SISWA BAZAR	"27.151727,83.758907"
SC	SECUNDERABAD JN	"17.433487,78.501821"
SCA	SALCHAPRA	"24.827248,92.671909"
SCC	SITAPUR CANT	"27.558998,80.698314"
SCE	SENCHOA JN	"26.320191,92.652683"
SCH	SACHIN	"21.078093,72.874503"
SCI	SANCHI	"23.487966,77.735653"
SCKR	SALICHAUKA ROAD	"22.834059,78.676701"
SCL	SILCHAR	"24.830208,92.786665"
SCM	SIMHACHALAM	"17.744967,83.220749"
SCMN	SIMHACHALAM NORTH	"17.751834,83.209376"
SCN	SONDHA ROAD	"26.498537,78.484268"
SCO	SATUNA	"19.494751,76.347942"
SCP	SIRNAPALLI	"18.487668,78.271322"
SCPD	SUCHIPIND	"31.343082,75.621471"
SCPR	SHYAMA CHARANPUR HAL	"20.642503,85.616369"
SCQ	SHAM CHAURASI	"31.4581,75.76601"
SCT	SENGOTTAI	"8.9876025,77.24204"
SCV	SUKHCHAIN	"29.767507,74.989758"
SCY	SACHIWALAY(HALT)	"25.594626,85.113144"
SD	SIDHAULI	"27.281332,80.837917"
SDAH	SEALDAH	"22.567098,88.375053"
SDAM	SUNDHIAMAU	"27.129577,81.267071"
SDB	SHAHABAD	"17.121843,76.943693"
SDBH	SINDRI B.H	"23.692634,86.446781"
SDC	SAIDABAD	"25.379567,82.120625"
SDD	SINDHAWADAR	"22.546568,70.894175"
SDE	SADISOPUR	"25.566369,84.917192"
SDF	SUDSAR	"28.012286,73.785725"
SDG	SAHADAI BUZURG	"25.661527,85.454836"
SDGH	SRI DUNGARGARH	"28.070541,74.008241"
SDGM	SARARGRAM	"23.070888,72.642117"
SDH	SARADHNA	"26.343345,74.570475"
SDHA	SIDHARI HALT	"26.038276,83.183842"
SDHR	SANDHANIDHAR	"20.942683,70.714188"
SDI	SAGARDIGHI	"24.288279,88.105888"
SDL	SHAHDOL	"23.286292,81.364403"
SDLE	SWADINPUR	"24.253538,87.822647"
SDLK	SUNDLAK	"25.121041,76.455402"
SDLP	SADULPUR JN	"28.630788,75.386639"
SDM	SURAREDDIPALEM	"15.407761,80.045872"
SDMD	SUDAMDIH	"23.654588,86.44043"
SDMK	SIDMUKH	"28.892629,75.291882"
SDN	SHOLAVANDAN	"10.02261,77.965422"
SDNR	SEYDUNGANALLUR	"8.639068,77.834702"
SDPN	SINDPAN	"24.164296,75.0313"
SDPR	SARDAR PATEL RD	"28.596203,77.167497"
SDPT	SEDARAMPATTU	"12.672496,79.203186"
SDRA	SUDHARANA	"28.453751,76.425877"
SDRN	SHENDURNI	"20.655113,75.587311"
SDS	SADULSHAHR	"29.903014,74.172821"
SDT	SADAL	"25.673479,83.308554"
SDUA	SADURA	"33.664925,75.139275"
SDV	SOMIDEVIPALLE	"15.45368,79.038391"
SDVL	SOLDEVANAHALLI	"13.091015,77.490005"
SDY	SADHOO GARH	"30.58044,76.451454"
SDZ	SINDHAR	"31.110638,75.241499"
SE	SEMLA	"22.039981,70.79401"
SEB	SON NAGAR	"24.882543,84.229603"
SED	SHEDBAL	"16.720303,74.752779"
SEE	SONPUR JN	"25.696529,85.166531"
SEG	SHEGAON	"20.801414,76.690021"
SEGM	SEVAGRAM	"20.738616,78.618765"
SEH	SEHORE	"23.214845,77.077632"
SEI	SHENDRI	"18.130273,75.552807"
SEJ	SARKHEJ	"22.981864,72.497406"
SEL	SANKRALL	"22.562738,88.210087"
SELU	SELU	"19.44814,76.433344"
SEM	SERAM	"17.180893,77.28374"
SEN	SENAPURA	"13.709535,74.706945"
SEO	SEOHARA	"29.204357,78.580527"
SEP	SODPUR	"22.698921,88.382263"
SEPN	SEPON	"27.117354,94.856644"
SEPR	SHERPUR	"28.919528,78.25304"
SEQ	SEKHA	"30.380132,75.643444"
SER	SAMAYANALLUR	"9.981446,78.034987"
SES	SEMARI	"24.071857,73.851128"
SET	SETTIHALLY	"12.643186,77.130375"
SEU	SENDRA	"26.078024,74.194193"
SEV	SITHALAVAI	"10.958045,78.273811"
SEW	SEHAL	"28.918175,78.822269"
SEX	SERONI ROAD	"25.943536,76.884041"
SEY	SEONI	"22.075141,79.545479"
SF	SETTIGUNTA	"13.87458,79.382572"
SFA	SANHERA HALT	"28.903675,77.282639"
SFC	SAINTALA	"20.433608,83.334775"
SFDE	SAFIDON	"29.39773,76.661224"
SFE	SANODIYA	"27.011114,75.278978"
SFG	SUBEDARGANJ	"25.440019,81.790037"
SFH	SAFEDABAD	"26.901941,81.123304"
SFK	SIKIR	"20.337746,83.199506"
SFM	SUNAM	"30.129985,75.808411"
SFNR	SAIFINAGAR HALT	"22.698505,75.853214"
SFPR	SAFIPUR	"26.743924,80.354347"
SFR	SAFRAI	"27.029465,94.943333"
SFW	SARANGPUR	"23.574057,76.473427"
SFX	SAFILGUDA	"17.461531,78.53297"
SFY	SHAJAPUR	"23.425134,76.297903"
SFZ	SNDRYA KACHARI	"24.037371,76.92421"
SG	SHAHGARH	"28.559345,80.043125"
SGA	SHERGARH	"30.080681,74.947701"
SGAC	SOGARIA	"25.230255,75.900421"
SGAM	SAREIGRAM	"24.042388,82.212925"
SGBA	SIR GURUDAS BANERJEE	"22.567177,88.386555"
SGBJ	SURGAON BANJARI	"21.946389,76.544495"
SGC	SAONGI	"21.796323,80.014114"
SGD	SONGADH	"21.728726,71.886549"
SGDM	SIGADAM	"18.360391,83.681231"
SGDP	SAGADAPATA	"21.244262,85.908966"
SGE	SANKARIDRUG	"11.445872,77.870579"
SGF	SANGAT	"30.087959,74.83243"
SGG	SULTANGANJ	"25.24062,86.735945"
SGJ	SAFDARGANJ	"26.914264,81.36097"
SGKM	SRUNGAVRUKSHAM	"16.543446,81.601596"
SGL	SAGAULI JN	"26.758027,84.73918"
SGLA	SANGOLA	"17.435493,75.187511"
SGLM	SENGULAM	"8.606821,77.682681"
SGM	SOLGAMPATTI	"10.785419,78.858447"
SGND	SHRIGONDA ROAD	"18.598663,74.641886"
SGNR	SHRI GANGANAGAR	"29.932102,73.871727"
SGO	SAUGOR	"23.84722,78.74279"
SGP	SOHAGPUR	"22.693893,78.194418"
SGR	SANGMESHWAR	"17.201679,73.545914"
SGRA	SANGARIA	"29.792388,74.465933"
SGRD	SULGARE	"22.020249,82.744045"
SGRE	SULGARE	"16.914611,74.909935"
SGRL	SINGRAULI	"24.204287,82.642765"
SGRM	SINGARAM	"19.110461,83.104534"
SGRP	SINGHIRAMPUR	"27.262717,79.629421"
SGRR	SANGER	"32.80661,75.044518"
SGS	SHOGHI	"31.038889,77.124367"
SGTS	SILIGURI TOWN STATIO	"0,0"
SGUJ	SILIGURI JN	"26.723304,88.413763"
SGUS	SILIGURI JN STATION	"0,0"
SGUT	SILIGURU TOWN	"26.70682,88.429127"
SGV	SARAGCHNI	"24.01793,88.244247"
SGW	SINGWAL	"26.061255,74.682999"
SGZ	SHAMGARH	"24.191271,75.642972"
SHAD	SHAHAD	"19.244222,73.158131"
SHAN	SRINIVASA NAGAR	"17.932192,78.456116"
SHBA	SAHEBTALA HALT	"23.591835,88.201246"
SHBC	SIBAICHANDI	"22.974515,88.13374"
SHBL	SHIBLUN	"23.692791,88.083229"
SHC	SAHARSA JN	"25.874708,86.594453"
SHDM	SHAHBAD MARKNDA	"30.166056,76.861424"
SHDR	SHADHORAGAON	"24.633286,77.584591"
SHE	SEORAPHULI	"22.774559,88.328619"
SHER	SHER	"26.351883,84.626484"
SHF	SHIRUD	"20.735566,74.876461"
SHG	SHAHGANJ JN	"26.061409,82.679672"
SHGN	SHRI GHASINAGAR	"27.067992,76.600113"
SHH	SHAPUR JN	"21.477831,70.370607"
SHI	SINGANALLUR	"11.012771,77.039309"
SHIV	SHINDAWANE	"18.434505,74.163551"
SHJ	SAHASPUR ROAD	"23.132467,87.674932"
SHJP	SAHAJIPUR HALT	"26.096563,81.864452"
SHK	SHEIKPURA	"25.131998,85.853934"
SHKL	SHANKRUL	"23.140755,87.655878"
SHKY	SAHARSA KUTCHERY HAL	"25.894824,86.594067"
SHLK	SHOLAKA	"27.973634,77.360573"
SHLT	SHALASHAH THANA	"23.839055,73.656292"
SHLV	SELAVI	"23.703008,72.258282"
SHM	SHALIMAR	"22.555208,88.315315"
SHMI	SHIROOR	"13.930652,74.593906"
SHMR	SHYAMSUNDER	"23.081074,87.861357"
SHN	SUCHAN KOTLI	"29.515513,75.170002"
SHNG	SHIVNAGAR	"26.336345,81.882648"
SHNR	SHADNAGAR	"17.064416,78.213043"
SHNX	SHEOSINGHPURA	"26.913498,75.567398"
SHR	SIHORA ROAD	"23.466966,80.110095"
SHRD	SAIJ SERTHA RD	"23.21232,72.519722"
SHRG	SRI RAMGARH HALT	"29.18259,74.885731"
SHRM	SHARMA	"27.603693,80.003128"
SHSK	SAHARSRAKUND	"19.403135,78.008423"
SHTA	SHERTALLAI OA	"0,0"
SHTS	SAMBHAL HTM SAR	"28.596882,78.568211"
SHTT	SILGHAT TOWN	"26.609402,92.930431"
SHU	SHOLINGHUR	"13.013924,79.484539"
SHV	SHIVANI	"13.812077,76.059208"
SHW	SAMHON	"26.734266,79.320774"
SHWL	SAHUWALA	"29.355097,73.812847"
SHX	SHUKARULLAHPUR	"27.44781,79.471493"
SHZ	SUMMER HILL	"31.107919,77.138615"
SI	SONALLI	"25.5954,87.695274"
SIA	SHIVLANKHA	"23.380865,70.620632"
SIC	SONIK	"26.585841,80.559483"
SID	SIDDHPUR	"23.918167,72.368059"
SIE	SIDDAMPALLI	"13.160435,79.136925"
SIF	SIRLI	"19.508667,77.211399"
SIGA	SHANTIGRAMA	"0,0"
SIHO	SIHO	"26.00889,85.50642"
SII	SITIMANI	"16.31981,75.865488"
SIKD	SIKRODA KWANRI	"26.569644,77.962933"
SIKR	SIKAR JN	"27.616205,75.153308"
SIL	SAKHI GOPAL	"19.942712,85.815904"
SILO	SILAO	"25.078369,85.434408"
SILR	SILARI	"26.308804,73.560848"
SIM	SHRI AMIRGADH	"24.406278,72.644005"
SIMR	SRIRAMPUR P.H.	"23.323183,87.316246"
SINA	SRI NAGAR	"34.023071,74.84333"
SINI	SINI JN	"22.78908,85.946646"
SINR	SINOR	"21.908967,73.335371"
SIOB	SAMAKHIALI B G	"23.309469,70.503044"
SIP	SURAIMANPUR	"25.8087,84.479542"
SIPA	SINGHOOKHARIA	"22.498443,85.795326"
SIPR	SIHAPAR	"26.756647,83.158436"
SIQ	SARKONI	"25.642764,82.75177"
SIR	SIRHIND JN	"30.623732,76.382704"
SIRA	SIRHILTARA	"26.367418,80.215645"
SIRD	SIRD	"27.478273,72.497921"
SIRN	SIRRAN	"21.934288,76.21542"
SISN	SISAUNA	"29.216455,78.280849"
SIU	SINGUR	"22.814558,88.228712"
SIW	SHIRRAVDE	"17.370791,74.153681"
SJA	SIJUA	"23.790214,86.337261"
SJDA	SANJUJE DA AREY	"15.266301,74.002018"
SJDR	SRI JHADESHWAR ROAD	"20.597517,86.020203"
SJER	SANJARPUR	"26.015755,82.990036"
SJF	SAJANVAR ROAD	"21.07489,71.608028"
SJGH	SARAI JAGDISH	"25.30023,82.365274"
SJGM	SANJAY GRAM	"25.706661,87.890797"
SJKL	SURJA KAMAL	"25.935972,87.849298"
SJL	SGM JAGARLAMUDI	"16.246279,80.570211"
SJM	SAJUMA	"29.726968,76.296444"
SJN	SANJAN	"20.19213,72.821074"
SJNP	SUJANPUR	"32.31209,75.613575"
SJP	SHUJALPUR	"23.380826,76.723065"
SJPA	SUJALPUR	"21.763007,87.657337"
SJPM	SUJATA PURAM HALT	"12.140033,76.675301"
SJPR	SURJYAPUR	"22.292948,88.466377"
SJQ	SURAJPUR ROAD	"23.289603,82.880516"
SJRR	SAJHERPAR	"26.42039,89.385195"
SJS	SHAMLAJI ROAD	"23.621249,73.335285"
SJSM	SALEMGARHMASANI	"29.550164,74.463272"
SJT	SHUJAATPUR	"25.605927,81.402254"
SJTR	SOJITRA	"22.543001,72.725372"
SJVP	SANJEEVAIAH PARK	"17.435841,78.475578"
SK	SAKHUN	"26.739478,75.095329"
SKA	SIKANDRA RAO	"27.684136,78.387623"
SKAP	S.K.PARA	"23.971509,91.94664"
SKAR	SAKARIYA	"24.606991,80.90029"
SKB	SHIKOHABAD JN	"27.086066,78.575335"
SKBN	SHELLAKHEDI BHATUNI	"0,0"
SKBR	SHANKARPUR BHADAURA	"24.786735,77.411556"
SKEN	SUKHSHENA H	"25.790927,87.112312"
SKF	SAKHOTI TANDA	"29.192706,77.718129"
SKG	SAKTIGARH	"23.206089,87.971992"
SKGH	SAKTESGARH	"24.999361,82.821507"
SKI	SAKRI JN	"26.208777,86.077967"
SKJ	SAHIBPUR KML JN	"25.427462,86.406527"
SKJS	SRI KRISHNA JANAM ST	"0,0"
SKK	SIKKAL	"10.753041,79.790611"
SKL	SINGAPERUMLKOIL	"12.762752,80.00124"
SKLI	SUKLI	"21.677529,79.683323"
SKLP	SHANKARPUR	"27.447201,81.014385"
SKLR	SAKLESHPUR	"12.945508,75.778885"
SKM	SINGARAYAKONDA	"15.252638,80.026646"
SKN	SRIKRISHN NAGAR	"25.923312,82.421579"
SKND	SUKINDA ROAD	"20.971538,86.05402"
SKNR	SHAKAR NAGAR	"18.659338,77.905941"
SKP	SHANKARPALLI	"17.450355,78.130646"
SKPA	SRI KALYANPURA	"25.189408,76.093712"
